,datetime,user,action,pc
167,2018-01-01 20:24:13,usr-pum,logoff,pc2
168,2018-01-01 20:28:10,usr-bpl,logoff,pc35
169,2018-01-01 20:35:34,usr-zee,logoff,pc84
170,2018-01-01 20:48:31,usr-ywt,logoff,pc66
171,2018-01-01 20:48:42,usr-mvs,logoff,pc58
172,2018-01-01 21:01:47,usr-mnt,logoff,pc4
173,2018-01-01 21:02:13,usr-oja,logoff,pc12
174,2018-01-01 21:12:19,usr-tqi,logoff,pc79
175,2018-01-01 21:17:07,usr-rhm,logoff,pc29
176,2018-01-01 21:20:04,usr-iea,logoff,pc63
177,2018-01-01 21:23:49,usr-gqn,logoff,pc36
178,2018-01-01 21:24:32,usr-aoa,logoff,pc43
179,2018-01-01 21:28:33,usr-jow,logoff,pc48
180,2018-01-01 21:43:30,usr-idp,logoff,pc1
181,2018-01-01 21:43:35,usr-xjd,logoff,pc14
182,2018-01-01 21:48:49,usr-czr,logoff,pc41
183,2018-01-01 21:58:20,usr-nvf,logoff,pc20
184,2018-01-01 22:07:20,usr-bxf,logoff,pc54
185,2018-01-01 22:09:11,usr-dix,logoff,pc51
186,2018-01-01 22:12:17,usr-qpa,logoff,pc70
187,2018-01-01 22:19:52,usr-bjw,logoff,pc25
188,2018-01-01 22:24:20,usr-sof,logoff,pc65
189,2018-01-01 22:25:34,usr-srd,logoff,pc88
190,2018-01-01 22:31:33,usr-esr,logoff,pc82
191,2018-01-01 22:32:09,usr-yop,logoff,pc10
192,2018-01-01 22:42:39,usr-qvn,logoff,pc55
193,2018-01-01 23:01:08,usr-dnm,logoff,pc95
194,2018-01-01 23:05:02,usr-ota,logoff,pc39
195,2018-01-01 23:24:57,usr-ffi,logoff,pc46
196,2018-01-01 23:25:57,usr-pdv,logoff,pc69
197,2018-01-01 23:31:10,usr-jxf,logoff,pc62
198,2018-01-01 23:42:19,usr-nxa,logoff,pc9
199,2018-01-01 23:45:11,usr-gtn,logoff,pc52
200,2018-01-02 00:44:07,usr-ota,login,pc39
201,2018-01-02 00:46:45,usr-ayg,login,pc28
202,2018-01-02 00:54:57,usr-nxa,login,pc9
203,2018-01-02 01:09:40,usr-mnt,login,pc4
204,2018-01-02 01:10:47,usr-xjd,login,pc14
205,2018-01-02 01:33:49,usr-amz,login,pc32
206,2018-01-02 01:41:59,usr-iea,login,pc63
207,2018-01-02 02:00:04,usr-gtn,login,pc52
208,2018-01-02 02:13:35,usr-yop,login,pc10
209,2018-01-02 02:48:18,usr-ffi,login,pc46
210,2018-01-02 02:58:07,usr-yfq,login,pc23
211,2018-01-02 03:16:21,usr-pum,login,pc2
212,2018-01-02 03:25:22,usr-qms,login,pc18
213,2018-01-02 03:29:06,usr-rgi,login,pc78
214,2018-01-02 03:31:46,usr-sof,login,pc65
215,2018-01-02 03:36:24,usr-bpl,login,pc35
216,2018-01-02 03:38:28,usr-idp,login,pc1
217,2018-01-02 03:43:53,usr-kzs,login,pc72
218,2018-01-02 04:05:06,usr-qpa,login,pc70
219,2018-01-02 04:12:05,usr-yrg,login,pc34
220,2018-01-02 04:12:57,usr-esr,login,pc82
221,2018-01-02 04:18:02,usr-dmr,login,pc74
222,2018-01-02 04:18:25,usr-pdv,login,pc69
223,2018-01-02 04:24:36,usr-ywt,login,pc66
224,2018-01-02 04:28:53,usr-vrp,login,pc75
225,2018-01-02 04:33:50,usr-jsp,login,pc17
226,2018-01-02 04:41:41,usr-zee,login,pc84
227,2018-01-02 04:43:55,usr-dpa,login,pc3
228,2018-01-02 04:50:53,usr-wyv,login,pc21
229,2018-01-02 04:57:02,usr-zhs,login,pc6
230,2018-01-02 04:59:48,usr-jow,login,pc48
231,2018-01-02 05:25:22,usr-tss,login,pc26
232,2018-01-02 05:25:27,usr-nvf,login,pc20
233,2018-01-02 05:25:45,usr-tfl,login,pc45
234,2018-01-02 05:26:41,usr-phx,login,pc19
235,2018-01-02 05:28:54,usr-xwq,login,pc15
236,2018-01-02 05:32:37,usr-jcc,login,pc61
237,2018-01-02 05:35:37,usr-jxt,login,pc99
238,2018-01-02 05:37:24,usr-bsg,login,pc64
239,2018-01-02 05:40:17,usr-aha,login,pc53
240,2018-01-02 05:40:19,usr-pda,login,pc49
241,2018-01-02 05:42:35,usr-slo,login,pc30
242,2018-01-02 05:43:34,usr-cil,login,pc87
243,2018-01-02 05:43:45,usr-dnm,login,pc95
244,2018-01-02 05:50:12,usr-rhc,login,pc76
245,2018-01-02 05:57:10,usr-oja,login,pc12
246,2018-01-02 06:01:56,usr-tqi,login,pc79
247,2018-01-02 06:10:10,usr-tyw,login,pc81
248,2018-01-02 06:23:52,usr-tsz,login,pc85
249,2018-01-02 06:31:30,usr-vrt,login,pc31
250,2018-01-02 06:40:29,usr-jxf,login,pc62
251,2018-01-02 06:45:42,usr-gqn,login,pc36
252,2018-01-02 06:46:52,usr-bjw,login,pc25
253,2018-01-02 06:55:12,usr-jeg,login,pc60
254,2018-01-02 07:13:33,usr-cnd,login,pc91
255,2018-01-02 07:23:33,usr-czr,login,pc41
256,2018-01-02 07:30:56,usr-mvs,login,pc58
257,2018-01-02 07:43:43,usr-esz,login,pc0
258,2018-01-02 07:48:11,usr-aoa,login,pc43
259,2018-01-02 07:50:50,usr-bxf,login,pc54
260,2018-01-02 08:02:10,usr-kdj,login,pc80
261,2018-01-02 08:07:59,usr-lhv,login,pc11
262,2018-01-02 08:10:16,usr-pkd,login,pc97
263,2018-01-02 08:12:35,usr-kng,login,pc73
264,2018-01-02 08:19:09,usr-qvn,login,pc55
265,2018-01-02 08:37:13,usr-rhm,login,pc29
266,2018-01-02 08:41:09,usr-nqv,login,pc16
267,2018-01-02 08:49:16,usr-mja,login,pc71
268,2018-01-02 08:51:02,usr-fvh,login,pc94
269,2018-01-02 09:03:49,usr-kbn,login,pc83
270,2018-01-02 09:05:09,usr-snf,login,pc93
271,2018-01-02 09:05:15,usr-lpx,login,pc24
272,2018-01-02 09:14:58,usr-rud,login,pc13
273,2018-01-02 09:15:16,usr-ram,login,pc8
274,2018-01-02 09:15:22,usr-svn,login,pc68
275,2018-01-02 09:17:26,usr-zbg,login,pc92
276,2018-01-02 09:20:35,usr-knz,login,pc50
277,2018-01-02 09:27:26,usr-vun,login,pc59
278,2018-01-02 09:28:43,usr-lnl,login,pc37
279,2018-01-02 09:33:23,usr-ohq,login,pc57
280,2018-01-02 09:34:30,usr-csr,login,pc86
281,2018-01-02 09:35:34,usr-awo,login,pc5
282,2018-01-02 09:38:23,usr-fvi,login,pc47
283,2018-01-02 09:41:33,usr-kba,login,pc98
284,2018-01-02 09:41:35,usr-huz,login,pc56
285,2018-01-02 09:44:50,usr-kaa,login,pc7
286,2018-01-02 09:46:28,usr-ufr,login,pc40
287,2018-01-02 09:49:31,usr-rjr,login,pc96
288,2018-01-02 09:51:49,usr-ibv,login,pc42
289,2018-01-02 09:53:08,usr-rtz,login,pc38
290,2018-01-02 09:54:12,usr-mgl,login,pc67
291,2018-01-02 09:55:30,usr-ffq,login,pc27
292,2018-01-02 09:55:30,usr-jat,login,pc90
293,2018-01-02 09:56:28,usr-ihi,login,pc44
294,2018-01-02 09:57:36,usr-cef,login,pc77
295,2018-01-02 09:57:48,usr-idz,login,pc89
296,2018-01-02 09:58:13,usr-srd,login,pc88
297,2018-01-02 09:59:55,usr-xqz,login,pc33
298,2018-01-02 10:59:02,usr-cov,login,pc22
299,2018-01-02 11:00:36,usr-dix,login,pc51
300,2018-01-02 14:10:32,usr-yfq,logoff,pc23
301,2018-01-02 14:12:58,usr-nqv,logoff,pc16
302,2018-01-02 14:13:50,usr-knz,logoff,pc50
303,2018-01-02 14:22:37,usr-rjr,logoff,pc96
304,2018-01-02 14:27:38,usr-fvh,logoff,pc94
305,2018-01-02 14:34:20,usr-mnt,logoff,pc4
306,2018-01-02 14:45:02,usr-ota,logoff,pc39
307,2018-01-02 14:55:09,usr-czr,logoff,pc41
308,2018-01-02 15:06:25,usr-kng,logoff,pc73
309,2018-01-02 15:08:32,usr-dpa,logoff,pc3
310,2018-01-02 15:09:41,usr-awo,logoff,pc5
311,2018-01-02 15:14:59,usr-ffq,logoff,pc27
312,2018-01-02 15:22:43,usr-csr,logoff,pc86
313,2018-01-02 15:23:54,usr-rud,logoff,pc13
314,2018-01-02 15:24:03,usr-tyw,logoff,pc81
315,2018-01-02 15:25:03,usr-xwq,logoff,pc15
316,2018-01-02 15:25:35,usr-kdj,logoff,pc80
317,2018-01-02 15:26:25,usr-pkd,logoff,pc97
318,2018-01-02 15:31:34,usr-cef,logoff,pc77
319,2018-01-02 15:39:33,usr-aoa,logoff,pc43
320,2018-01-02 15:41:18,usr-gtn,logoff,pc52
321,2018-01-02 15:43:35,usr-lhv,logoff,pc11
322,2018-01-02 15:46:52,usr-jeg,logoff,pc60
323,2018-01-02 15:47:43,usr-slo,logoff,pc30
324,2018-01-02 15:50:03,usr-mja,logoff,pc71
325,2018-01-02 15:53:12,usr-zbg,logoff,pc92
326,2018-01-02 16:07:18,usr-tsz,logoff,pc85
327,2018-01-02 16:09:28,usr-vrt,logoff,pc31
328,2018-01-02 16:30:02,usr-bsg,logoff,pc64
329,2018-01-02 16:33:15,usr-cil,logoff,pc87
330,2018-01-02 16:33:39,usr-mvs,logoff,pc58
331,2018-01-02 16:38:20,usr-jsp,logoff,pc17
332,2018-01-02 16:53:18,usr-zhs,logoff,pc6
333,2018-01-02 17:11:06,usr-rtz,logoff,pc38
334,2018-01-02 17:12:22,usr-idz,logoff,pc89
335,2018-01-02 17:13:45,usr-huz,logoff,pc56
336,2018-01-02 17:15:37,usr-fvi,logoff,pc47
337,2018-01-02 17:22:51,usr-snf,logoff,pc93
338,2018-01-02 17:27:01,usr-ram,logoff,pc8
339,2018-01-02 17:27:16,usr-mgl,logoff,pc67
340,2018-01-02 17:27:50,usr-vun,logoff,pc59
341,2018-01-02 17:29:55,usr-kaa,logoff,pc7
342,2018-01-02 17:31:28,usr-esz,logoff,pc0
343,2018-01-02 17:34:46,usr-ufr,logoff,pc40
344,2018-01-02 17:36:58,usr-jat,logoff,pc90
345,2018-01-02 17:37:46,usr-kba,logoff,pc98
346,2018-01-02 17:44:39,usr-lpx,logoff,pc24
347,2018-01-02 17:45:04,usr-kbn,logoff,pc83
348,2018-01-02 17:46:02,usr-ihi,logoff,pc44
349,2018-01-02 17:54:03,usr-ohq,logoff,pc57
350,2018-01-02 17:55:04,usr-svn,logoff,pc68
351,2018-01-02 17:56:07,usr-ibv,logoff,pc42
352,2018-01-02 17:57:37,usr-lnl,logoff,pc37
353,2018-01-02 17:58:25,usr-xqz,logoff,pc33
354,2018-01-02 18:02:42,usr-bjw,logoff,pc25
355,2018-01-02 18:10:42,usr-rhc,logoff,pc76
356,2018-01-02 18:30:18,usr-pum,logoff,pc2
357,2018-01-02 18:36:28,usr-yrg,logoff,pc34
358,2018-01-02 19:01:45,usr-tfl,logoff,pc45
359,2018-01-02 19:03:18,usr-dmr,logoff,pc74
360,2018-01-02 19:08:34,usr-phx,logoff,pc19
361,2018-01-02 19:12:50,usr-bxf,logoff,pc54
362,2018-01-02 19:13:55,usr-nxa,logoff,pc9
363,2018-01-02 19:23:03,usr-jxf,logoff,pc62
364,2018-01-02 19:26:30,usr-rgi,logoff,pc78
365,2018-01-02 19:53:29,usr-jow,logoff,pc48
366,2018-01-02 19:55:19,usr-dnm,logoff,pc95
367,2018-01-02 19:56:33,usr-bpl,logoff,pc35
368,2018-01-02 19:58:07,usr-yop,logoff,pc10
369,2018-01-02 20:14:37,usr-wyv,logoff,pc21
370,2018-01-02 20:17:21,usr-tss,logoff,pc26
371,2018-01-02 20:23:50,usr-dix,logoff,pc51
372,2018-01-02 20:26:29,usr-pdv,logoff,pc69
373,2018-01-02 20:28:24,usr-gqn,logoff,pc36
374,2018-01-02 20:41:25,usr-zee,logoff,pc84
375,2018-01-02 20:45:12,usr-qvn,logoff,pc55
376,2018-01-02 20:45:24,usr-tqi,logoff,pc79
377,2018-01-02 20:53:57,usr-sof,logoff,pc65
378,2018-01-02 21:02:52,usr-ywt,logoff,pc66
379,2018-01-02 21:13:46,usr-jxt,logoff,pc99
380,2018-01-02 21:37:09,usr-xjd,logoff,pc14
381,2018-01-02 22:10:55,usr-ayg,logoff,pc28
382,2018-01-02 22:13:46,usr-amz,logoff,pc32
383,2018-01-02 22:14:10,usr-idp,logoff,pc1
384,2018-01-02 22:16:33,usr-aha,logoff,pc53
385,2018-01-02 22:22:00,usr-esr,logoff,pc82
386,2018-01-02 22:24:17,usr-qpa,logoff,pc70
387,2018-01-02 22:31:29,usr-oja,logoff,pc12
388,2018-01-02 22:37:23,usr-iea,logoff,pc63
389,2018-01-02 22:42:18,usr-vrp,logoff,pc75
390,2018-01-02 22:42:27,usr-ffi,logoff,pc46
391,2018-01-02 22:49:37,usr-srd,logoff,pc88
392,2018-01-02 22:49:48,usr-qms,logoff,pc18
393,2018-01-02 22:57:18,usr-jcc,logoff,pc61
394,2018-01-02 22:59:14,usr-nvf,logoff,pc20
395,2018-01-02 23:32:22,usr-cov,logoff,pc22
396,2018-01-02 23:35:14,usr-pda,logoff,pc49
397,2018-01-02 23:35:42,usr-cnd,logoff,pc91
398,2018-01-02 23:53:07,usr-rhm,logoff,pc29
399,2018-01-02 23:56:38,usr-kzs,logoff,pc72
400,2018-01-03 00:23:28,usr-yop,login,pc10
401,2018-01-03 00:30:56,usr-cnd,login,pc91
402,2018-01-03 00:44:32,usr-czr,login,pc41
403,2018-01-03 00:47:54,usr-qvn,login,pc55
404,2018-01-03 01:06:26,usr-phx,login,pc19
405,2018-01-03 01:08:57,usr-mvs,login,pc58
406,2018-01-03 01:26:40,usr-ayg,login,pc28
407,2018-01-03 01:26:51,usr-mnt,login,pc4
408,2018-01-03 01:51:48,usr-rhc,login,pc76
409,2018-01-03 01:55:26,usr-dnm,login,pc95
410,2018-01-03 01:58:29,usr-pum,login,pc2
411,2018-01-03 02:04:38,usr-sof,login,pc65
412,2018-01-03 02:19:14,usr-ota,login,pc39
413,2018-01-03 02:19:57,usr-qms,login,pc18
414,2018-01-03 02:37:43,usr-rgi,login,pc78
415,2018-01-03 02:38:55,usr-iea,login,pc63
416,2018-01-03 02:46:47,usr-cov,login,pc22
417,2018-01-03 03:01:29,usr-xjd,login,pc14
418,2018-01-03 03:57:15,usr-ywt,login,pc66
419,2018-01-03 03:59:52,usr-bjw,login,pc25
420,2018-01-03 04:04:55,usr-vrt,login,pc31
421,2018-01-03 04:09:19,usr-nvf,login,pc20
422,2018-01-03 04:12:15,usr-aoa,login,pc43
423,2018-01-03 04:21:43,usr-cil,login,pc87
424,2018-01-03 04:29:52,usr-dpa,login,pc3
425,2018-01-03 04:33:12,usr-jeg,login,pc60
426,2018-01-03 04:40:07,usr-yfq,login,pc23
427,2018-01-03 04:41:53,usr-tfl,login,pc45
428,2018-01-03 04:48:07,usr-zhs,login,pc6
429,2018-01-03 04:53:49,usr-tqi,login,pc79
430,2018-01-03 05:08:05,usr-rhm,login,pc29
431,2018-01-03 05:20:15,usr-wyv,login,pc21
432,2018-01-03 05:22:51,usr-bpl,login,pc35
433,2018-01-03 05:22:57,usr-slo,login,pc30
434,2018-01-03 05:31:07,usr-srd,login,pc88
435,2018-01-03 05:34:44,usr-dix,login,pc51
436,2018-01-03 05:34:47,usr-bsg,login,pc64
437,2018-01-03 05:40:10,usr-dmr,login,pc74
438,2018-01-03 05:41:58,usr-bxf,login,pc54
439,2018-01-03 05:47:20,usr-pda,login,pc49
440,2018-01-03 05:48:04,usr-kzs,login,pc72
441,2018-01-03 05:50:51,usr-jxt,login,pc99
442,2018-01-03 05:56:39,usr-tyw,login,pc81
443,2018-01-03 06:03:37,usr-zee,login,pc84
444,2018-01-03 06:04:32,usr-tss,login,pc26
445,2018-01-03 06:11:30,usr-jcc,login,pc61
446,2018-01-03 06:18:49,usr-jow,login,pc48
447,2018-01-03 06:29:20,usr-aha,login,pc53
448,2018-01-03 06:35:58,usr-jxf,login,pc62
449,2018-01-03 06:35:58,usr-yrg,login,pc34
450,2018-01-03 06:38:59,usr-pdv,login,pc69
451,2018-01-03 06:40:14,usr-xwq,login,pc15
452,2018-01-03 06:40:39,usr-oja,login,pc12
453,2018-01-03 06:40:54,usr-gtn,login,pc52
454,2018-01-03 06:52:21,usr-amz,login,pc32
455,2018-01-03 06:54:21,usr-qpa,login,pc70
456,2018-01-03 06:54:56,usr-tsz,login,pc85
457,2018-01-03 06:58:02,usr-vrp,login,pc75
458,2018-01-03 06:59:32,usr-idp,login,pc1
459,2018-01-03 07:18:43,usr-jsp,login,pc17
460,2018-01-03 07:24:19,usr-esr,login,pc82
461,2018-01-03 07:37:46,usr-esz,login,pc0
462,2018-01-03 07:49:56,usr-ffi,login,pc46
463,2018-01-03 08:04:16,usr-mja,login,pc71
464,2018-01-03 08:09:54,usr-rjr,login,pc96
465,2018-01-03 08:19:08,usr-csr,login,pc86
466,2018-01-03 08:33:28,usr-zbg,login,pc92
467,2018-01-03 08:41:10,usr-rud,login,pc13
468,2018-01-03 09:03:06,usr-huz,login,pc56
469,2018-01-03 09:04:17,usr-lpx,login,pc24
470,2018-01-03 09:06:37,usr-lhv,login,pc11
471,2018-01-03 09:07:58,usr-jat,login,pc90
472,2018-01-03 09:10:27,usr-lnl,login,pc37
473,2018-01-03 09:10:29,usr-mgl,login,pc67
474,2018-01-03 09:11:18,usr-svn,login,pc68
475,2018-01-03 09:11:46,usr-kba,login,pc98
476,2018-01-03 09:13:43,usr-ram,login,pc8
477,2018-01-03 09:16:13,usr-nqv,login,pc16
478,2018-01-03 09:16:46,usr-ufr,login,pc40
479,2018-01-03 09:20:09,usr-cef,login,pc77
480,2018-01-03 09:20:13,usr-awo,login,pc5
481,2018-01-03 09:20:15,usr-kdj,login,pc80
482,2018-01-03 09:20:26,usr-kng,login,pc73
483,2018-01-03 09:27:13,usr-vun,login,pc59
484,2018-01-03 09:28:22,usr-fvh,login,pc94
485,2018-01-03 09:28:25,usr-snf,login,pc93
486,2018-01-03 09:30:49,usr-ihi,login,pc44
487,2018-01-03 09:39:31,usr-xqz,login,pc33
488,2018-01-03 09:41:32,usr-rtz,login,pc38
489,2018-01-03 09:44:10,usr-ffq,login,pc27
490,2018-01-03 09:45:57,usr-fvi,login,pc47
