,datetime,user,action,pc
151,2018-01-01 11:49:22.061723,usr-lhv,usb_insert,pc11
152,2018-01-01 11:49:42.911566,usr-tqi,usb_remove,pc79
153,2018-01-01 11:50:04.294999,usr-dpa,usb_remove,pc3
154,2018-01-01 11:52:57.015849,usr-pkd,usb_insert,pc97
155,2018-01-01 11:53:06.007440,usr-tss,usb_insert,pc26
156,2018-01-01 11:53:42.198365,usr-svn,usb_remove,pc68
157,2018-01-01 11:54:00.234428,usr-nvf,usb_remove,pc20
158,2018-01-01 11:55:06.423473,usr-pkd,usb_remove,pc97
159,2018-01-01 11:55:10.161339,usr-fvi,usb_remove,pc47
160,2018-01-01 11:57:02.891715,usr-fvh,usb_insert,pc94
161,2018-01-01 11:58:21.315006,usr-pkd,usb_remove,pc97
162,2018-01-01 11:59:00.571047,usr-kdj,usb_insert,pc80
163,2018-01-01 11:59:02.733158,usr-ufr,usb_remove,pc40
164,2018-01-01 11:59:52.404018,usr-tss,usb_remove,pc26
165,2018-01-01 12:00:05.989556,usr-rtz,usb_insert,pc38
166,2018-01-01 12:00:39.863102,usr-pkd,usb_insert,pc97
167,2018-01-01 12:01:39.267952,usr-vrt,usb_insert,pc31
168,2018-01-01 12:02:12.170167,usr-vrt,usb_remove,pc31
169,2018-01-01 12:05:06.502582,usr-awo,usb_remove,pc5
170,2018-01-01 12:05:11.151920,usr-fvh,usb_insert,pc94
171,2018-01-01 12:08:04.201758,usr-rud,usb_insert,pc13
172,2018-01-01 12:09:00.185415,usr-oja,usb_insert,pc12
173,2018-01-01 12:10:38.493324,usr-pda,usb_insert,pc49
174,2018-01-01 12:11:25.012182,usr-huz,usb_insert,pc56
175,2018-01-01 12:11:35.764903,usr-aha,usb_remove,pc53
176,2018-01-01 12:13:20.034836,usr-ffq,usb_remove,pc27
177,2018-01-01 12:13:40.464956,usr-nvf,usb_insert,pc20
178,2018-01-01 12:14:20.553126,usr-kng,usb_insert,pc73
179,2018-01-01 12:14:43.696063,usr-jxt,usb_remove,pc99
180,2018-01-01 12:16:04.491528,usr-aha,usb_remove,pc53
181,2018-01-01 12:16:37.834734,usr-kdj,usb_insert,pc80
182,2018-01-01 12:18:10.698056,usr-rud,usb_remove,pc13
183,2018-01-01 12:19:48.085526,usr-dmr,usb_remove,pc74
184,2018-01-01 12:20:54.748391,usr-cil,usb_insert,pc87
185,2018-01-01 12:20:57.290792,usr-kng,usb_remove,pc73
186,2018-01-01 12:23:49.090860,usr-kdj,usb_remove,pc80
187,2018-01-01 12:24:31.683583,usr-pkd,usb_remove,pc97
188,2018-01-01 12:26:55.453734,usr-rtz,usb_remove,pc38
189,2018-01-01 12:31:54.333072,usr-jxt,usb_insert,pc99
190,2018-01-01 12:31:58.340516,usr-vrt,usb_remove,pc31
191,2018-01-01 12:32:51.409800,usr-oja,usb_remove,pc12
192,2018-01-01 12:33:08.768392,usr-lhv,usb_remove,pc11
193,2018-01-01 12:33:14.088801,usr-ohq,usb_insert,pc57
194,2018-01-01 12:34:49.228546,usr-rjr,usb_insert,pc96
195,2018-01-01 12:36:31.252052,usr-kdj,usb_remove,pc80
196,2018-01-01 12:36:47.733283,usr-pdv,usb_insert,pc69
197,2018-01-01 12:37:51.878252,usr-cil,usb_remove,pc87
198,2018-01-01 12:41:35.042750,usr-jxt,usb_remove,pc99
199,2018-01-01 12:41:55.411962,usr-pda,usb_remove,pc49
200,2018-01-01 12:42:43.890717,usr-xwq,usb_insert,pc15
201,2018-01-01 12:47:09.835939,usr-kng,usb_remove,pc73
202,2018-01-01 12:50:40.228189,usr-tfl,usb_insert,pc45
203,2018-01-01 12:51:56.875732,usr-fvh,usb_remove,pc94
204,2018-01-01 12:52:52.153694,usr-fvh,usb_remove,pc94
205,2018-01-01 12:56:11.455705,usr-knz,usb_insert,pc50
206,2018-01-01 12:57:01.749079,usr-ohq,usb_insert,pc57
207,2018-01-01 12:58:03.447357,usr-ohq,usb_remove,pc57
208,2018-01-01 12:58:12.760717,usr-tfl,usb_remove,pc45
209,2018-01-01 13:02:19.235145,usr-jcc,usb_insert,pc61
210,2018-01-01 13:02:25.763323,usr-awo,usb_insert,pc5
211,2018-01-01 13:02:59.929234,usr-huz,usb_remove,pc56
212,2018-01-01 13:03:48.812661,usr-aha,usb_insert,pc53
213,2018-01-01 13:06:41.156062,usr-tyw,usb_insert,pc81
214,2018-01-01 13:09:15.046787,usr-pdv,usb_remove,pc69
215,2018-01-01 13:09:41.441488,usr-tfl,usb_insert,pc45
216,2018-01-01 13:09:44.964333,usr-nvf,usb_remove,pc20
217,2018-01-01 13:09:55.690129,usr-knz,usb_insert,pc50
218,2018-01-01 13:18:15.339194,usr-rjr,usb_remove,pc96
219,2018-01-01 13:18:22.071878,usr-svn,usb_insert,pc68
220,2018-01-01 13:19:21.013010,usr-jxt,usb_insert,pc99
221,2018-01-01 13:23:25.841996,usr-knz,usb_remove,pc50
222,2018-01-01 13:26:28.964265,usr-mja,usb_insert,pc71
223,2018-01-01 13:29:17.094180,usr-ohq,usb_remove,pc57
224,2018-01-01 13:32:40.642686,usr-tyw,usb_remove,pc81
225,2018-01-01 13:32:54.899001,usr-oja,usb_insert,pc12
226,2018-01-01 13:35:23.249757,usr-tfl,usb_remove,pc45
227,2018-01-01 13:36:01.663411,usr-knz,usb_remove,pc50
228,2018-01-01 13:37:07.473158,usr-aha,usb_remove,pc53
229,2018-01-01 13:37:41.616361,usr-jxt,usb_remove,pc99
230,2018-01-01 13:38:09.827115,usr-tsz,usb_insert,pc85
231,2018-01-01 13:38:39.580253,usr-ffq,usb_insert,pc27
232,2018-01-01 13:40:20.406062,usr-xwq,usb_remove,pc15
233,2018-01-01 13:44:11.804947,usr-csr,usb_insert,pc86
234,2018-01-01 13:44:31.408986,usr-svn,usb_remove,pc68
235,2018-01-01 13:45:57.874160,usr-jcc,usb_remove,pc61
236,2018-01-01 13:47:30.502846,usr-jow,usb_insert,pc48
237,2018-01-01 13:47:49.853251,usr-slo,usb_insert,pc30
238,2018-01-01 13:49:17.046246,usr-jow,usb_insert,pc48
239,2018-01-01 13:49:45.962372,usr-mja,usb_remove,pc71
240,2018-01-01 13:51:10.709581,usr-nqv,usb_insert,pc16
241,2018-01-01 13:52:58.351718,usr-awo,usb_remove,pc5
242,2018-01-01 13:55:04.918953,usr-ufr,usb_insert,pc40
243,2018-01-01 13:56:44.395672,usr-jxt,usb_insert,pc99
244,2018-01-01 13:57:21.796375,usr-cef,usb_insert,pc77
245,2018-01-01 13:58:07.476073,usr-mja,usb_insert,pc71
246,2018-01-01 13:58:45.487459,usr-ufr,usb_remove,pc40
247,2018-01-01 14:00:01.037991,usr-tfl,usb_insert,pc45
248,2018-01-01 14:01:12.802929,usr-jow,usb_remove,pc48
249,2018-01-01 14:01:23.780825,usr-cef,usb_remove,pc77
250,2018-01-01 14:01:33.379187,usr-tfl,usb_remove,pc45
251,2018-01-01 14:01:51.926842,usr-lhv,usb_insert,pc11
252,2018-01-01 14:04:13.252731,usr-fvh,usb_insert,pc94
253,2018-01-01 14:09:15.277301,usr-tsz,usb_remove,pc85
254,2018-01-01 14:09:47.582314,usr-pdv,usb_insert,pc69
255,2018-01-01 14:11:00.492898,usr-csr,usb_remove,pc86
256,2018-01-01 14:11:54.850905,usr-ffq,usb_remove,pc27
257,2018-01-01 14:13:59.198583,usr-mja,usb_remove,pc71
258,2018-01-01 14:15:22.996001,usr-csr,usb_insert,pc86
259,2018-01-01 14:17:26.009250,usr-nqv,usb_insert,pc16
260,2018-01-01 14:17:35.421466,usr-ram,usb_insert,pc8
261,2018-01-01 14:21:38.021210,usr-oja,usb_remove,pc12
262,2018-01-01 14:23:08.088618,usr-cef,usb_insert,pc77
263,2018-01-01 14:23:33.759428,usr-fvh,usb_remove,pc94
264,2018-01-01 14:26:43.475521,usr-ram,usb_remove,pc8
265,2018-01-01 14:27:43.666836,usr-zhs,usb_insert,pc6
266,2018-01-01 14:28:58.730707,usr-zhs,usb_remove,pc6
267,2018-01-01 14:29:36.016438,usr-jat,usb_insert,pc90
268,2018-01-01 14:29:50.945809,usr-slo,usb_remove,pc30
269,2018-01-01 14:31:25.685035,usr-jxt,usb_remove,pc99
270,2018-01-01 14:34:23.084350,usr-lhv,usb_remove,pc11
271,2018-01-01 14:34:51.383557,usr-nqv,usb_remove,pc16
272,2018-01-01 14:36:55.818289,usr-jat,usb_insert,pc90
273,2018-01-01 14:39:41.091373,usr-csr,usb_remove,pc86
274,2018-01-01 14:41:06.955673,usr-nqv,usb_remove,pc16
275,2018-01-01 14:43:16.949035,usr-ufr,usb_insert,pc40
276,2018-01-01 14:45:07.615637,usr-jow,usb_remove,pc48
277,2018-01-01 14:46:11.989628,usr-ohq,usb_insert,pc57
278,2018-01-01 14:47:46.496302,usr-jat,usb_remove,pc90
279,2018-01-01 14:48:04.431397,usr-xwq,usb_insert,pc15
280,2018-01-01 14:50:54.283375,usr-jxf,usb_insert,pc62
281,2018-01-01 14:56:15.336577,usr-csr,usb_insert,pc86
282,2018-01-01 14:56:25.337651,usr-pdv,usb_insert,pc69
283,2018-01-01 14:57:18.800319,usr-pkd,usb_insert,pc97
284,2018-01-01 14:57:20.072371,usr-xwq,usb_remove,pc15
285,2018-01-01 15:02:43.869564,usr-pdv,usb_remove,pc69
286,2018-01-01 15:03:07.371145,usr-jcc,usb_insert,pc61
287,2018-01-01 15:07:32.051678,usr-jcc,usb_insert,pc61
288,2018-01-01 15:09:42.209979,usr-fvi,usb_insert,pc47
289,2018-01-01 15:11:36.216238,usr-jcc,usb_remove,pc61
290,2018-01-01 15:12:56.984331,usr-ohq,usb_remove,pc57
291,2018-01-01 15:13:42.102265,usr-jxt,usb_insert,pc99
292,2018-01-01 15:14:12.016306,usr-pda,usb_insert,pc49
293,2018-01-01 15:14:23.698728,usr-jcc,usb_remove,pc61
294,2018-01-01 15:15:15.937629,usr-jat,usb_remove,pc90
295,2018-01-01 15:19:25.400322,usr-cef,usb_remove,pc77
296,2018-01-01 15:22:00.913546,usr-pdv,usb_remove,pc69
297,2018-01-01 15:23:04.762021,usr-zhs,usb_insert,pc6
298,2018-01-01 15:23:54.463876,usr-bsg,usb_insert,pc64
299,2018-01-01 15:24:47.023981,usr-fvi,usb_remove,pc47
300,2018-01-01 15:29:16.194199,usr-dmr,usb_insert,pc74
301,2018-01-01 15:30:59.664981,usr-dmr,usb_remove,pc74
302,2018-01-01 15:31:43.721528,usr-bsg,usb_insert,pc64
303,2018-01-01 15:32:25.358270,usr-svn,usb_insert,pc68
304,2018-01-01 15:35:06.408337,usr-jxf,usb_remove,pc62
305,2018-01-01 15:36:30.188731,usr-qpa,usb_insert,pc70
306,2018-01-01 15:37:13.517227,usr-jxt,usb_remove,pc99
307,2018-01-01 15:38:36.761189,usr-csr,usb_remove,pc86
308,2018-01-01 15:39:10.399902,usr-pda,usb_remove,pc49
309,2018-01-01 15:40:23.831781,usr-ufr,usb_remove,pc40
310,2018-01-01 15:40:38.819990,usr-qpa,usb_insert,pc70
311,2018-01-01 15:45:31.799914,usr-tyw,usb_insert,pc81
312,2018-01-01 15:46:59.761917,usr-bsg,usb_remove,pc64
313,2018-01-01 15:50:06.213228,usr-qpa,usb_remove,pc70
314,2018-01-01 15:51:03.907645,usr-zhs,usb_remove,pc6
315,2018-01-01 15:52:31.488997,usr-tyw,usb_remove,pc81
316,2018-01-01 15:55:30.507078,usr-pkd,usb_remove,pc97
317,2018-01-01 16:00:07.981565,usr-svn,usb_remove,pc68
318,2018-01-01 16:13:48.375387,usr-aha,usb_insert,pc53
319,2018-01-01 16:14:43.661797,usr-bsg,usb_remove,pc64
320,2018-01-01 16:15:49.103220,usr-pdv,usb_insert,pc69
321,2018-01-01 16:17:14.921288,usr-aha,usb_remove,pc53
322,2018-01-01 16:21:44.702886,usr-pdv,usb_remove,pc69
323,2018-01-01 16:23:50.918414,usr-dmr,usb_insert,pc74
324,2018-01-01 16:23:59.846916,usr-oja,usb_insert,pc12
325,2018-01-01 16:24:22.129115,usr-qpa,usb_remove,pc70
326,2018-01-01 16:26:44.484007,usr-cil,usb_insert,pc87
327,2018-01-01 16:27:53.287641,usr-tqi,usb_insert,pc79
328,2018-01-01 16:31:29.318977,usr-huz,usb_insert,pc56
329,2018-01-01 16:32:28.917206,usr-jat,usb_insert,pc90
330,2018-01-01 16:36:19.818590,usr-cil,usb_remove,pc87
331,2018-01-01 16:46:39.420242,usr-rtz,usb_insert,pc38
332,2018-01-01 16:50:02.150003,usr-tqi,usb_remove,pc79
333,2018-01-01 16:50:15.659461,usr-jat,usb_insert,pc90
334,2018-01-01 16:51:20.614222,usr-rtz,usb_remove,pc38
335,2018-01-01 16:55:30.714117,usr-tss,usb_insert,pc26
336,2018-01-01 16:55:51.819224,usr-oja,usb_remove,pc12
337,2018-01-01 17:02:14.104079,usr-jat,usb_remove,pc90
338,2018-01-01 17:03:25.549717,usr-jxf,usb_insert,pc62
339,2018-01-01 17:10:41.273175,usr-jat,usb_remove,pc90
340,2018-01-01 17:11:07.911440,usr-fvi,usb_insert,pc47
341,2018-01-01 17:13:27.005324,usr-dmr,usb_insert,pc74
342,2018-01-01 17:16:22.818728,usr-jxf,usb_remove,pc62
343,2018-01-01 17:16:26.260190,usr-dmr,usb_remove,pc74
344,2018-01-01 17:18:39.102680,usr-dmr,usb_remove,pc74
345,2018-01-01 17:19:21.292317,usr-huz,usb_remove,pc56
346,2018-01-01 17:32:11.289140,usr-fvi,usb_remove,pc47
347,2018-01-01 17:39:42.894562,usr-pda,usb_insert,pc49
348,2018-01-01 17:46:37.666118,usr-tss,usb_remove,pc26
349,2018-01-01 17:47:58.899525,usr-zee,usb_insert,pc84
350,2018-01-01 17:52:08.007473,usr-aha,usb_insert,pc53
351,2018-01-01 17:56:04.119718,usr-nvf,usb_insert,pc20
352,2018-01-01 18:03:35.759443,usr-pdv,usb_insert,pc69
353,2018-01-01 18:04:34.731023,usr-jxt,usb_insert,pc99
354,2018-01-01 18:19:15.799065,usr-jxt,usb_insert,pc99
355,2018-01-01 18:28:30.891823,usr-zee,usb_remove,pc84
356,2018-01-01 18:29:25.216939,usr-pda,usb_remove,pc49
357,2018-01-01 18:30:53.081254,usr-jxt,usb_remove,pc99
358,2018-01-01 18:31:24.773914,usr-pdv,usb_remove,pc69
359,2018-01-01 18:34:11.913204,usr-aha,usb_remove,pc53
360,2018-01-01 18:36:33.596128,usr-jxt,usb_remove,pc99
361,2018-01-01 18:42:21.003395,usr-tss,usb_insert,pc26
362,2018-01-01 18:44:33.021443,usr-nvf,usb_remove,pc20
363,2018-01-01 18:47:23.868374,usr-tfl,usb_insert,pc45
364,2018-01-01 18:49:01.367232,usr-jxt,usb_insert,pc99
365,2018-01-01 18:50:11.750362,usr-jow,usb_insert,pc48
366,2018-01-01 19:04:53.647746,usr-tss,usb_remove,pc26
367,2018-01-01 19:29:08.985383,usr-jxt,usb_remove,pc99
368,2018-01-01 19:36:53.102852,usr-tfl,usb_remove,pc45
369,2018-01-01 19:49:49.972233,usr-jow,usb_remove,pc48
370,2018-01-01 20:20:56.609206,usr-oja,usb_insert,pc12
371,2018-01-01 20:37:00.096377,usr-pdv,usb_insert,pc69
372,2018-01-01 20:45:58.517140,usr-pdv,usb_remove,pc69
373,2018-01-01 20:50:42.307968,usr-jow,usb_insert,pc48
374,2018-01-01 20:51:11.023707,usr-qpa,usb_insert,pc70
375,2018-01-01 21:17:06.942315,usr-oja,usb_remove,pc12
376,2018-01-01 21:31:05.591601,usr-jow,usb_remove,pc48
377,2018-01-01 21:44:05.482455,usr-jxf,usb_insert,pc62
378,2018-01-01 21:44:28.297433,usr-qpa,usb_remove,pc70
379,2018-01-01 22:17:04.578468,usr-jxf,usb_remove,pc62
380,2018-01-01 22:57:11.344685,usr-pdv,usb_insert,pc69
381,2018-01-01 23:12:56.673930,usr-pdv,usb_remove,pc69
382,2018-01-02 04:24:30.006103,usr-dmr,usb_insert,pc74
383,2018-01-02 05:07:18.973575,usr-pdv,usb_insert,pc69
384,2018-01-02 05:10:40.240236,usr-pdv,usb_remove,pc69
385,2018-01-02 05:13:08.628792,usr-dpa,usb_insert,pc3
386,2018-01-02 05:22:34.193964,usr-dmr,usb_remove,pc74
387,2018-01-02 05:25:49.077890,usr-pdv,usb_insert,pc69
388,2018-01-02 05:42:17.903255,usr-tfl,usb_insert,pc45
389,2018-01-02 05:42:23.042849,usr-tfl,usb_remove,pc45
390,2018-01-02 05:45:47.956947,usr-jxt,usb_insert,pc99
391,2018-01-02 05:46:15.492444,usr-zee,usb_insert,pc84
392,2018-01-02 05:53:35.716700,usr-nvf,usb_insert,pc20
393,2018-01-02 05:55:27.871780,usr-jxt,usb_remove,pc99
394,2018-01-02 05:57:48.689804,usr-pdv,usb_remove,pc69
395,2018-01-02 06:05:27.523717,usr-dpa,usb_remove,pc3
396,2018-01-02 06:07:01.636318,usr-cil,usb_insert,pc87
397,2018-01-02 06:16:35.194392,usr-nvf,usb_remove,pc20
398,2018-01-02 06:20:34.809555,usr-tfl,usb_insert,pc45
399,2018-01-02 06:20:48.938585,usr-cil,usb_remove,pc87
400,2018-01-02 06:23:50.687758,usr-aha,usb_insert,pc53
401,2018-01-02 06:28:00.757499,usr-jow,usb_insert,pc48
402,2018-01-02 06:28:37.424316,usr-zee,usb_remove,pc84
